Restaurant,Category,Item Name,Description,Price,Vegetarian,Spicy,Gluten-Free,Calories
Restaurant_88,Main Course,Grilled Tomato Wings,A delicious grilled tomato wings made fresh to order.,25.75,Yes,No,Yes,315
Restaurant_8,Appetizers,Fresh Salmon Pasta,Savory and satisfying fresh salmon pasta with a touch of our special sauce.,11.88,No,Yes,No,153
Restaurant_14,Appetizers,Creamy Cheese Wings,Enjoy the rich flavors of creamy cheese wings with every bite.,7.83,No,Yes,Yes,418
Restaurant_74,Drinks,Roasted Beef Wings,Tender roasted beef wings cooked to perfection with a blend of spices.,11.38,No,No,No,194
Restaurant_13,Main Course,Sweet Chicken Wings,Enjoy the rich flavors of sweet chicken wings with every bite.,27.91,Yes,No,No,352
Restaurant_11,Appetizers,Grilled Tomato Burger,Enjoy the rich flavors of grilled tomato burger with every bite.,28.51,No,No,Yes,334
Restaurant_59,Appetizers,Spicy Cheese Pasta,"A classic favorite, our spicy cheese pasta is prepared with quality ingredients.",14.05,No,No,No,524
Restaurant_70,Desserts,Spicy Mushroom Pizza,Enjoy the rich flavors of spicy mushroom pizza with every bite.,5.26,Yes,Yes,No,423
Restaurant_75,Drinks,Tangy Cheese Soup,"A classic favorite, our tangy cheese soup is prepared with quality ingredients.",14.21,Yes,Yes,Yes,869
Restaurant_21,Desserts,Zesty Tomato Cake,"A classic favorite, our zesty tomato cake is prepared with quality ingredients.",5.02,No,No,Yes,274
Restaurant_87,Main Course,Sweet Mango Burger,Tender sweet mango burger cooked to perfection with a blend of spices.,18.73,No,Yes,Yes,322
Restaurant_65,Main Course,Fresh Cheese Smoothie,Tender fresh cheese smoothie cooked to perfection with a blend of spices.,7.83,Yes,No,Yes,808
Restaurant_10,Main Course,Grilled Chicken Tacos,Tender grilled chicken tacos cooked to perfection with a blend of spices.,13.98,No,No,Yes,656
Restaurant_72,Main Course,Roasted Tomato Smoothie,"A classic favorite, our roasted tomato smoothie is prepared with quality ingredients.",11.0,Yes,Yes,No,489
Restaurant_58,Appetizers,Grilled Tofu Soup,Enjoy the rich flavors of grilled tofu soup with every bite.,23.53,No,No,No,311
Restaurant_59,Drinks,Spicy Mushroom Burger,Tender spicy mushroom burger cooked to perfection with a blend of spices.,27.29,Yes,No,No,263
Restaurant_63,Appetizers,Roasted Mango Wings,"A classic favorite, our roasted mango wings is prepared with quality ingredients.",10.34,Yes,Yes,No,368
Restaurant_23,Desserts,Fresh Chicken Salad,"A classic favorite, our fresh chicken salad is prepared with quality ingredients.",7.52,No,No,No,630
Restaurant_15,Main Course,Spicy Chicken Smoothie,Tender spicy chicken smoothie cooked to perfection with a blend of spices.,29.44,Yes,No,Yes,699
Restaurant_6,Drinks,Zesty Pork Soup,Tender zesty pork soup cooked to perfection with a blend of spices.,9.62,No,No,No,860
Restaurant_62,Desserts,Tangy Pork Wings,Enjoy the rich flavors of tangy pork wings with every bite.,18.3,Yes,Yes,No,868
Restaurant_44,Appetizers,Grilled Lettuce Pasta,"A classic favorite, our grilled lettuce pasta is prepared with quality ingredients.",28.42,No,Yes,No,577
Restaurant_38,Appetizers,Sweet Lettuce Pasta,A delicious sweet lettuce pasta made fresh to order.,25.71,No,No,No,196
Restaurant_90,Appetizers,Roasted Beef Cake,Enjoy the rich flavors of roasted beef cake with every bite.,8.8,No,No,Yes,673
Restaurant_10,Appetizers,Roasted Salmon Smoothie,A delicious roasted salmon smoothie made fresh to order.,28.12,No,Yes,Yes,725
Restaurant_48,Appetizers,Zesty Pork Pizza,Savory and satisfying zesty pork pizza with a touch of our special sauce.,4.75,Yes,No,Yes,501
Restaurant_37,Drinks,Crispy Mango Pasta,"A classic favorite, our crispy mango pasta is prepared with quality ingredients.",29.73,Yes,Yes,No,505
Restaurant_22,Desserts,Spicy Chicken Burger,Savory and satisfying spicy chicken burger with a touch of our special sauce.,12.88,Yes,No,Yes,483
Restaurant_58,Appetizers,Crispy Beef Pizza,Savory and satisfying crispy beef pizza with a touch of our special sauce.,28.43,Yes,Yes,No,395
Restaurant_25,Drinks,Creamy Lettuce Tacos,Enjoy the rich flavors of creamy lettuce tacos with every bite.,7.55,Yes,Yes,Yes,664
Restaurant_87,Appetizers,Sweet Lettuce Smoothie,"A classic favorite, our sweet lettuce smoothie is prepared with quality ingredients.",27.05,Yes,Yes,No,408
Restaurant_29,Main Course,Roasted Pork Pasta,"A classic favorite, our roasted pork pasta is prepared with quality ingredients.",8.72,Yes,No,No,192
Restaurant_94,Main Course,Grilled Cheese Smoothie,Tender grilled cheese smoothie cooked to perfection with a blend of spices.,19.01,No,Yes,No,642
Restaurant_23,Main Course,Creamy Cheese Soup,Savory and satisfying creamy cheese soup with a touch of our special sauce.,7.03,Yes,Yes,Yes,462
Restaurant_96,Main Course,Creamy Cheese Salad,Tender creamy cheese salad cooked to perfection with a blend of spices.,7.87,Yes,No,No,534
Restaurant_13,Drinks,Grilled Lettuce Tacos,"A classic favorite, our grilled lettuce tacos is prepared with quality ingredients.",21.41,Yes,No,Yes,175
Restaurant_80,Appetizers,Zesty Beef Wings,Tender zesty beef wings cooked to perfection with a blend of spices.,10.8,Yes,No,Yes,324
Restaurant_77,Drinks,Tangy Tofu Wings,Savory and satisfying tangy tofu wings with a touch of our special sauce.,13.0,Yes,Yes,Yes,181
Restaurant_98,Main Course,Fresh Mushroom Wings,Enjoy the rich flavors of fresh mushroom wings with every bite.,3.97,Yes,Yes,Yes,567
Restaurant_57,Drinks,Zesty Tofu Burger,"A classic favorite, our zesty tofu burger is prepared with quality ingredients.",28.36,No,No,No,440
Restaurant_35,Desserts,Creamy Mango Smoothie,Tender creamy mango smoothie cooked to perfection with a blend of spices.,16.21,No,Yes,Yes,386
Restaurant_27,Desserts,Zesty Salmon Tacos,Savory and satisfying zesty salmon tacos with a touch of our special sauce.,21.18,No,No,Yes,654
Restaurant_70,Desserts,Sweet Salmon Wings,Tender sweet salmon wings cooked to perfection with a blend of spices.,29.41,Yes,Yes,No,487
Restaurant_28,Appetizers,Creamy Cheese Soup,"A classic favorite, our creamy cheese soup is prepared with quality ingredients.",28.33,No,No,No,603
Restaurant_5,Desserts,Fresh Beef Smoothie,A delicious fresh beef smoothie made fresh to order.,12.77,Yes,Yes,Yes,381
Restaurant_30,Desserts,Roasted Pork Sandwich,"A classic favorite, our roasted pork sandwich is prepared with quality ingredients.",3.46,Yes,No,No,265
Restaurant_98,Appetizers,Tangy Mushroom Burger,A delicious tangy mushroom burger made fresh to order.,27.17,No,Yes,Yes,174
Restaurant_85,Main Course,Creamy Chicken Burger,Savory and satisfying creamy chicken burger with a touch of our special sauce.,9.17,Yes,Yes,No,190
Restaurant_51,Drinks,Zesty Cheese Cake,Tender zesty cheese cake cooked to perfection with a blend of spices.,3.02,No,Yes,No,440
Restaurant_70,Drinks,Tangy Mango Wings,Enjoy the rich flavors of tangy mango wings with every bite.,26.08,No,No,Yes,739
Restaurant_22,Desserts,Sweet Beef Salad,Tender sweet beef salad cooked to perfection with a blend of spices.,19.69,No,Yes,Yes,477
Restaurant_2,Main Course,Creamy Tomato Sandwich,Tender creamy tomato sandwich cooked to perfection with a blend of spices.,6.47,No,No,No,345
Restaurant_88,Main Course,Spicy Beef Tacos,A delicious spicy beef tacos made fresh to order.,25.88,No,Yes,Yes,325
Restaurant_31,Drinks,Sweet Beef Pasta,Savory and satisfying sweet beef pasta with a touch of our special sauce.,13.26,Yes,Yes,No,245
Restaurant_96,Drinks,Crispy Mushroom Cake,"A classic favorite, our crispy mushroom cake is prepared with quality ingredients.",19.34,Yes,Yes,No,533
Restaurant_77,Drinks,Zesty Pork Cake,Enjoy the rich flavors of zesty pork cake with every bite.,3.51,Yes,Yes,No,616
Restaurant_1,Main Course,Creamy Pork Cake,A delicious creamy pork cake made fresh to order.,23.06,No,Yes,Yes,356
Restaurant_89,Desserts,Fresh Salmon Burger,A delicious fresh salmon burger made fresh to order.,29.11,Yes,Yes,Yes,314
Restaurant_80,Appetizers,Crispy Mushroom Pizza,Enjoy the rich flavors of crispy mushroom pizza with every bite.,26.68,Yes,Yes,No,277
Restaurant_56,Appetizers,Sweet Chicken Wings,Savory and satisfying sweet chicken wings with a touch of our special sauce.,7.0,Yes,Yes,Yes,279
Restaurant_96,Appetizers,Spicy Beef Sandwich,A delicious spicy beef sandwich made fresh to order.,3.15,No,Yes,No,677
Restaurant_39,Drinks,Spicy Mushroom Pizza,A delicious spicy mushroom pizza made fresh to order.,18.7,No,No,No,836
Restaurant_31,Appetizers,Spicy Chicken Wings,"A classic favorite, our spicy chicken wings is prepared with quality ingredients.",12.02,Yes,No,Yes,287
Restaurant_28,Drinks,Grilled Salmon Pizza,Savory and satisfying grilled salmon pizza with a touch of our special sauce.,5.15,No,Yes,No,163
Restaurant_62,Drinks,Creamy Salmon Tacos,Tender creamy salmon tacos cooked to perfection with a blend of spices.,29.35,No,No,Yes,745
Restaurant_85,Desserts,Crispy Mushroom Pasta,Tender crispy mushroom pasta cooked to perfection with a blend of spices.,5.25,No,Yes,No,159
Restaurant_10,Drinks,Sweet Cheese Pasta,Savory and satisfying sweet cheese pasta with a touch of our special sauce.,28.54,No,Yes,Yes,646
Restaurant_26,Drinks,Creamy Pork Sandwich,Savory and satisfying creamy pork sandwich with a touch of our special sauce.,13.05,No,Yes,No,363
Restaurant_77,Appetizers,Fresh Chicken Burger,Tender fresh chicken burger cooked to perfection with a blend of spices.,24.27,Yes,Yes,Yes,732
Restaurant_42,Drinks,Zesty Lettuce Pizza,Tender zesty lettuce pizza cooked to perfection with a blend of spices.,29.71,Yes,Yes,No,692
Restaurant_55,Main Course,Tangy Mushroom Pizza,Tender tangy mushroom pizza cooked to perfection with a blend of spices.,9.15,No,Yes,Yes,577
Restaurant_39,Appetizers,Spicy Beef Soup,"A classic favorite, our spicy beef soup is prepared with quality ingredients.",28.73,Yes,Yes,Yes,521
Restaurant_49,Drinks,Grilled Tomato Smoothie,Savory and satisfying grilled tomato smoothie with a touch of our special sauce.,3.34,No,Yes,Yes,515
Restaurant_16,Drinks,Crispy Salmon Soup,Tender crispy salmon soup cooked to perfection with a blend of spices.,6.37,No,Yes,Yes,864
Restaurant_73,Appetizers,Tangy Beef Cake,Enjoy the rich flavors of tangy beef cake with every bite.,14.12,No,No,Yes,303
Restaurant_51,Drinks,Crispy Lettuce Sandwich,A delicious crispy lettuce sandwich made fresh to order.,20.0,Yes,No,No,829
Restaurant_92,Drinks,Sweet Pork Soup,Savory and satisfying sweet pork soup with a touch of our special sauce.,28.83,No,No,No,537
Restaurant_55,Desserts,Roasted Mango Pizza,Savory and satisfying roasted mango pizza with a touch of our special sauce.,12.93,Yes,Yes,Yes,634
Restaurant_59,Desserts,Roasted Mango Soup,Enjoy the rich flavors of roasted mango soup with every bite.,7.95,No,No,No,538
Restaurant_32,Desserts,Crispy Tomato Pasta,Tender crispy tomato pasta cooked to perfection with a blend of spices.,4.1,Yes,Yes,No,828
Restaurant_50,Main Course,Grilled Pork Pasta,A delicious grilled pork pasta made fresh to order.,9.33,Yes,No,Yes,197
Restaurant_37,Drinks,Grilled Salmon Sandwich,Tender grilled salmon sandwich cooked to perfection with a blend of spices.,4.8,No,Yes,No,636
Restaurant_18,Drinks,Fresh Tomato Wings,Enjoy the rich flavors of fresh tomato wings with every bite.,8.21,Yes,Yes,Yes,888
Restaurant_96,Appetizers,Tangy Chicken Soup,Tender tangy chicken soup cooked to perfection with a blend of spices.,8.42,No,No,Yes,889
Restaurant_4,Appetizers,Creamy Beef Sandwich,Tender creamy beef sandwich cooked to perfection with a blend of spices.,7.87,No,Yes,No,529
Restaurant_44,Appetizers,Roasted Pork Smoothie,A delicious roasted pork smoothie made fresh to order.,18.04,Yes,No,Yes,222
Restaurant_77,Desserts,Crispy Mushroom Pasta,A delicious crispy mushroom pasta made fresh to order.,14.66,No,No,No,872
Restaurant_56,Main Course,Spicy Cheese Sandwich,A delicious spicy cheese sandwich made fresh to order.,13.77,Yes,Yes,No,476
Restaurant_33,Drinks,Tangy Tomato Salad,"A classic favorite, our tangy tomato salad is prepared with quality ingredients.",7.44,Yes,No,Yes,522
Restaurant_19,Main Course,Zesty Tomato Smoothie,Enjoy the rich flavors of zesty tomato smoothie with every bite.,16.31,Yes,Yes,Yes,731
Restaurant_68,Desserts,Crispy Tofu Salad,Savory and satisfying crispy tofu salad with a touch of our special sauce.,20.2,Yes,No,No,558
Restaurant_31,Main Course,Zesty Beef Pizza,Tender zesty beef pizza cooked to perfection with a blend of spices.,26.96,No,Yes,Yes,590
Restaurant_6,Drinks,Creamy Chicken Tacos,Savory and satisfying creamy chicken tacos with a touch of our special sauce.,29.38,Yes,Yes,Yes,795
Restaurant_64,Appetizers,Fresh Salmon Smoothie,Tender fresh salmon smoothie cooked to perfection with a blend of spices.,27.31,No,Yes,Yes,242
Restaurant_56,Drinks,Roasted Chicken Smoothie,Enjoy the rich flavors of roasted chicken smoothie with every bite.,3.38,No,No,Yes,195
Restaurant_44,Desserts,Tangy Beef Wings,Enjoy the rich flavors of tangy beef wings with every bite.,10.52,Yes,No,No,777
Restaurant_91,Appetizers,Roasted Beef Sandwich,Enjoy the rich flavors of roasted beef sandwich with every bite.,4.18,No,Yes,No,821
Restaurant_23,Main Course,Grilled Tofu Sandwich,Savory and satisfying grilled tofu sandwich with a touch of our special sauce.,26.98,Yes,No,No,798
Restaurant_6,Appetizers,Roasted Cheese Salad,Tender roasted cheese salad cooked to perfection with a blend of spices.,14.22,No,Yes,Yes,876
Restaurant_97,Drinks,Sweet Cheese Wings,Tender sweet cheese wings cooked to perfection with a blend of spices.,6.33,Yes,Yes,No,355
Restaurant_38,Desserts,Creamy Lettuce Salad,"A classic favorite, our creamy lettuce salad is prepared with quality ingredients.",20.98,Yes,Yes,No,413
Restaurant_36,Desserts,Grilled Lettuce Burger,Savory and satisfying grilled lettuce burger with a touch of our special sauce.,11.15,No,No,Yes,486
Restaurant_21,Drinks,Zesty Beef Sandwich,Enjoy the rich flavors of zesty beef sandwich with every bite.,5.95,No,No,No,817
Restaurant_97,Appetizers,Fresh Mango Soup,Enjoy the rich flavors of fresh mango soup with every bite.,5.58,Yes,No,Yes,835
Restaurant_94,Appetizers,Creamy Tofu Smoothie,A delicious creamy tofu smoothie made fresh to order.,13.61,Yes,Yes,Yes,421
Restaurant_71,Drinks,Sweet Mushroom Smoothie,A delicious sweet mushroom smoothie made fresh to order.,29.77,No,No,No,487
Restaurant_5,Appetizers,Spicy Pork Burger,Enjoy the rich flavors of spicy pork burger with every bite.,23.11,No,No,No,810
Restaurant_57,Appetizers,Crispy Lettuce Cake,A delicious crispy lettuce cake made fresh to order.,5.22,No,No,Yes,295
Restaurant_40,Drinks,Roasted Pork Sandwich,Savory and satisfying roasted pork sandwich with a touch of our special sauce.,29.93,No,Yes,Yes,530
Restaurant_9,Drinks,Creamy Lettuce Salad,Tender creamy lettuce salad cooked to perfection with a blend of spices.,13.31,Yes,No,Yes,305
Restaurant_68,Desserts,Fresh Mushroom Cake,Enjoy the rich flavors of fresh mushroom cake with every bite.,16.14,No,Yes,Yes,582
Restaurant_68,Appetizers,Crispy Lettuce Salad,"A classic favorite, our crispy lettuce salad is prepared with quality ingredients.",10.2,No,Yes,No,852
Restaurant_71,Appetizers,Spicy Pork Smoothie,Tender spicy pork smoothie cooked to perfection with a blend of spices.,19.48,No,Yes,No,277
Restaurant_14,Main Course,Sweet Pork Wings,A delicious sweet pork wings made fresh to order.,29.41,No,No,Yes,747
Restaurant_26,Drinks,Creamy Cheese Tacos,A delicious creamy cheese tacos made fresh to order.,23.89,No,No,No,178
Restaurant_60,Appetizers,Zesty Pork Wings,"A classic favorite, our zesty pork wings is prepared with quality ingredients.",28.49,Yes,Yes,Yes,707
Restaurant_44,Main Course,Creamy Pork Wings,Tender creamy pork wings cooked to perfection with a blend of spices.,6.28,Yes,No,Yes,380
Restaurant_11,Appetizers,Grilled Mushroom Smoothie,Enjoy the rich flavors of grilled mushroom smoothie with every bite.,21.67,Yes,No,Yes,230
Restaurant_91,Main Course,Spicy Cheese Salad,"A classic favorite, our spicy cheese salad is prepared with quality ingredients.",25.29,No,No,Yes,875
Restaurant_22,Desserts,Grilled Beef Pizza,Enjoy the rich flavors of grilled beef pizza with every bite.,20.94,Yes,No,No,356
Restaurant_10,Appetizers,Fresh Mushroom Wings,A delicious fresh mushroom wings made fresh to order.,10.09,No,No,No,332
Restaurant_57,Main Course,Spicy Chicken Wings,Tender spicy chicken wings cooked to perfection with a blend of spices.,4.41,Yes,No,Yes,578
Restaurant_82,Main Course,Creamy Mango Pizza,"A classic favorite, our creamy mango pizza is prepared with quality ingredients.",4.51,Yes,No,Yes,672
Restaurant_3,Appetizers,Roasted Lettuce Salad,Savory and satisfying roasted lettuce salad with a touch of our special sauce.,9.53,Yes,Yes,No,525
Restaurant_81,Appetizers,Fresh Tomato Pizza,A delicious fresh tomato pizza made fresh to order.,16.6,Yes,No,No,508
Restaurant_83,Appetizers,Grilled Cheese Sandwich,"A classic favorite, our grilled cheese sandwich is prepared with quality ingredients.",9.3,Yes,Yes,Yes,595
Restaurant_88,Drinks,Sweet Cheese Burger,Savory and satisfying sweet cheese burger with a touch of our special sauce.,6.64,No,No,No,389
Restaurant_87,Desserts,Crispy Salmon Burger,Savory and satisfying crispy salmon burger with a touch of our special sauce.,5.54,Yes,No,Yes,435
Restaurant_100,Main Course,Sweet Lettuce Sandwich,Enjoy the rich flavors of sweet lettuce sandwich with every bite.,7.87,Yes,Yes,Yes,452
Restaurant_87,Desserts,Creamy Pork Wings,"A classic favorite, our creamy pork wings is prepared with quality ingredients.",14.14,No,No,Yes,567
Restaurant_53,Appetizers,Sweet Lettuce Sandwich,Savory and satisfying sweet lettuce sandwich with a touch of our special sauce.,3.98,Yes,Yes,Yes,737
Restaurant_21,Appetizers,Fresh Salmon Smoothie,Enjoy the rich flavors of fresh salmon smoothie with every bite.,27.68,No,No,No,517
Restaurant_86,Drinks,Sweet Mango Sandwich,"A classic favorite, our sweet mango sandwich is prepared with quality ingredients.",16.03,Yes,Yes,No,220
Restaurant_84,Main Course,Zesty Cheese Sandwich,A delicious zesty cheese sandwich made fresh to order.,15.53,No,Yes,No,302
Restaurant_63,Main Course,Grilled Mango Salad,Savory and satisfying grilled mango salad with a touch of our special sauce.,28.44,No,Yes,Yes,310
Restaurant_99,Appetizers,Grilled Beef Salad,A delicious grilled beef salad made fresh to order.,19.35,Yes,Yes,Yes,894
Restaurant_35,Drinks,Sweet Salmon Burger,A delicious sweet salmon burger made fresh to order.,3.0,No,Yes,No,626
Restaurant_89,Appetizers,Spicy Mango Burger,Tender spicy mango burger cooked to perfection with a blend of spices.,4.56,No,No,Yes,673
Restaurant_61,Desserts,Roasted Salmon Pasta,"A classic favorite, our roasted salmon pasta is prepared with quality ingredients.",11.7,No,No,No,709
Restaurant_15,Drinks,Roasted Pork Tacos,A delicious roasted pork tacos made fresh to order.,3.24,No,Yes,No,351
Restaurant_60,Desserts,Fresh Chicken Pasta,A delicious fresh chicken pasta made fresh to order.,11.94,Yes,No,No,703
Restaurant_29,Main Course,Roasted Lettuce Pizza,Savory and satisfying roasted lettuce pizza with a touch of our special sauce.,4.72,No,No,No,513
Restaurant_47,Drinks,Grilled Salmon Burger,A delicious grilled salmon burger made fresh to order.,27.04,Yes,No,No,722
Restaurant_78,Drinks,Crispy Pork Smoothie,"A classic favorite, our crispy pork smoothie is prepared with quality ingredients.",15.0,Yes,No,Yes,330
Restaurant_48,Desserts,Creamy Mango Burger,Savory and satisfying creamy mango burger with a touch of our special sauce.,12.32,No,No,No,612
Restaurant_33,Appetizers,Sweet Tofu Pasta,Savory and satisfying sweet tofu pasta with a touch of our special sauce.,25.11,No,No,Yes,605
Restaurant_21,Desserts,Crispy Tofu Pizza,Enjoy the rich flavors of crispy tofu pizza with every bite.,8.11,Yes,No,Yes,291
Restaurant_25,Appetizers,Zesty Mango Burger,Tender zesty mango burger cooked to perfection with a blend of spices.,7.38,No,Yes,No,257
Restaurant_96,Desserts,Spicy Beef Salad,Tender spicy beef salad cooked to perfection with a blend of spices.,25.64,Yes,No,Yes,466
Restaurant_85,Main Course,Spicy Chicken Wings,"A classic favorite, our spicy chicken wings is prepared with quality ingredients.",4.09,No,No,No,788
Restaurant_82,Appetizers,Creamy Lettuce Tacos,Tender creamy lettuce tacos cooked to perfection with a blend of spices.,10.99,No,Yes,Yes,156
Restaurant_76,Drinks,Fresh Chicken Pizza,"A classic favorite, our fresh chicken pizza is prepared with quality ingredients.",19.82,Yes,No,Yes,455
Restaurant_93,Drinks,Zesty Tomato Smoothie,Savory and satisfying zesty tomato smoothie with a touch of our special sauce.,6.86,No,No,No,601
Restaurant_78,Main Course,Spicy Tomato Pizza,A delicious spicy tomato pizza made fresh to order.,28.24,No,Yes,Yes,813
Restaurant_75,Main Course,Fresh Mango Salad,A delicious fresh mango salad made fresh to order.,13.92,No,No,No,331
Restaurant_69,Drinks,Tangy Mushroom Sandwich,Savory and satisfying tangy mushroom sandwich with a touch of our special sauce.,28.19,Yes,No,No,347
Restaurant_13,Appetizers,Sweet Salmon Sandwich,"A classic favorite, our sweet salmon sandwich is prepared with quality ingredients.",22.67,Yes,No,No,631
Restaurant_36,Desserts,Roasted Mushroom Soup,Tender roasted mushroom soup cooked to perfection with a blend of spices.,6.24,Yes,Yes,No,545
Restaurant_10,Main Course,Roasted Lettuce Pizza,Tender roasted lettuce pizza cooked to perfection with a blend of spices.,26.72,Yes,Yes,No,590
Restaurant_1,Desserts,Roasted Tomato Soup,A delicious roasted tomato soup made fresh to order.,15.7,No,Yes,Yes,676
Restaurant_62,Drinks,Sweet Tomato Wings,A delicious sweet tomato wings made fresh to order.,17.6,No,Yes,No,865
Restaurant_21,Drinks,Fresh Beef Burger,"A classic favorite, our fresh beef burger is prepared with quality ingredients.",22.84,Yes,No,No,869
Restaurant_2,Drinks,Tangy Cheese Burger,Tender tangy cheese burger cooked to perfection with a blend of spices.,8.06,No,Yes,No,405
Restaurant_100,Main Course,Creamy Salmon Cake,Tender creamy salmon cake cooked to perfection with a blend of spices.,20.35,Yes,No,Yes,256
Restaurant_11,Main Course,Spicy Tomato Tacos,Savory and satisfying spicy tomato tacos with a touch of our special sauce.,13.46,No,No,Yes,742
Restaurant_57,Drinks,Fresh Lettuce Burger,Savory and satisfying fresh lettuce burger with a touch of our special sauce.,7.68,No,No,Yes,427
Restaurant_9,Drinks,Zesty Pork Cake,"A classic favorite, our zesty pork cake is prepared with quality ingredients.",18.68,Yes,Yes,No,370
Restaurant_21,Appetizers,Creamy Tomato Burger,Tender creamy tomato burger cooked to perfection with a blend of spices.,5.3,No,Yes,No,816
Restaurant_3,Drinks,Creamy Tomato Tacos,A delicious creamy tomato tacos made fresh to order.,24.48,No,Yes,No,731
Restaurant_80,Main Course,Zesty Mushroom Pizza,Savory and satisfying zesty mushroom pizza with a touch of our special sauce.,16.18,No,Yes,No,662
Restaurant_36,Appetizers,Grilled Mushroom Pasta,"A classic favorite, our grilled mushroom pasta is prepared with quality ingredients.",27.97,Yes,Yes,Yes,567
Restaurant_14,Main Course,Roasted Lettuce Smoothie,Tender roasted lettuce smoothie cooked to perfection with a blend of spices.,15.69,Yes,No,No,783
Restaurant_87,Drinks,Fresh Beef Sandwich,Enjoy the rich flavors of fresh beef sandwich with every bite.,20.5,Yes,No,Yes,896
Restaurant_19,Desserts,Zesty Salmon Tacos,Enjoy the rich flavors of zesty salmon tacos with every bite.,21.49,Yes,No,Yes,579
Restaurant_65,Drinks,Crispy Pork Burger,"A classic favorite, our crispy pork burger is prepared with quality ingredients.",4.83,Yes,No,Yes,157
Restaurant_76,Appetizers,Creamy Lettuce Pizza,Savory and satisfying creamy lettuce pizza with a touch of our special sauce.,16.15,No,No,Yes,771
Restaurant_73,Main Course,Fresh Cheese Smoothie,Tender fresh cheese smoothie cooked to perfection with a blend of spices.,28.32,Yes,No,No,315
Restaurant_56,Drinks,Fresh Tomato Tacos,A delicious fresh tomato tacos made fresh to order.,5.35,Yes,Yes,No,824
Restaurant_18,Drinks,Crispy Salmon Soup,A delicious crispy salmon soup made fresh to order.,29.94,No,Yes,No,295
Restaurant_99,Drinks,Roasted Cheese Soup,Savory and satisfying roasted cheese soup with a touch of our special sauce.,17.27,No,No,Yes,806
Restaurant_41,Drinks,Crispy Beef Tacos,A delicious crispy beef tacos made fresh to order.,22.12,No,No,No,195
Restaurant_93,Main Course,Fresh Pork Wings,"A classic favorite, our fresh pork wings is prepared with quality ingredients.",12.01,Yes,No,No,156
Restaurant_77,Appetizers,Sweet Mushroom Pasta,A delicious sweet mushroom pasta made fresh to order.,13.86,Yes,Yes,No,791
Restaurant_44,Desserts,Spicy Salmon Cake,Tender spicy salmon cake cooked to perfection with a blend of spices.,21.42,Yes,No,Yes,382
Restaurant_61,Desserts,Spicy Tofu Soup,Tender spicy tofu soup cooked to perfection with a blend of spices.,7.16,Yes,No,Yes,312
Restaurant_62,Desserts,Roasted Pork Soup,A delicious roasted pork soup made fresh to order.,13.14,Yes,No,No,759
Restaurant_96,Desserts,Grilled Lettuce Smoothie,A delicious grilled lettuce smoothie made fresh to order.,24.53,Yes,Yes,No,803
Restaurant_9,Appetizers,Grilled Cheese Soup,A delicious grilled cheese soup made fresh to order.,23.01,No,No,No,258
Restaurant_48,Drinks,Fresh Mango Sandwich,Tender fresh mango sandwich cooked to perfection with a blend of spices.,10.75,Yes,No,No,251
Restaurant_41,Desserts,Spicy Tomato Sandwich,Savory and satisfying spicy tomato sandwich with a touch of our special sauce.,29.24,No,No,No,791
Restaurant_32,Main Course,Sweet Mushroom Pasta,A delicious sweet mushroom pasta made fresh to order.,18.39,No,Yes,No,883
Restaurant_8,Desserts,Tangy Cheese Sandwich,"A classic favorite, our tangy cheese sandwich is prepared with quality ingredients.",23.1,Yes,Yes,No,201
Restaurant_7,Main Course,Creamy Pork Cake,"A classic favorite, our creamy pork cake is prepared with quality ingredients.",27.54,No,No,Yes,580
Restaurant_49,Main Course,Crispy Salmon Soup,A delicious crispy salmon soup made fresh to order.,27.03,Yes,No,Yes,700
Restaurant_79,Drinks,Grilled Lettuce Cake,A delicious grilled lettuce cake made fresh to order.,11.07,Yes,Yes,Yes,746
Restaurant_29,Drinks,Zesty Tomato Sandwich,Savory and satisfying zesty tomato sandwich with a touch of our special sauce.,10.43,Yes,Yes,Yes,881
Restaurant_66,Drinks,Roasted Tomato Salad,"A classic favorite, our roasted tomato salad is prepared with quality ingredients.",10.21,No,Yes,No,728
Restaurant_38,Appetizers,Tangy Mango Salad,"A classic favorite, our tangy mango salad is prepared with quality ingredients.",3.99,Yes,No,Yes,880
Restaurant_94,Main Course,Grilled Tofu Smoothie,A delicious grilled tofu smoothie made fresh to order.,10.61,No,Yes,Yes,235
Restaurant_77,Appetizers,Creamy Beef Pizza,"A classic favorite, our creamy beef pizza is prepared with quality ingredients.",24.22,No,Yes,No,369
Restaurant_81,Main Course,Crispy Beef Pizza,Savory and satisfying crispy beef pizza with a touch of our special sauce.,14.19,Yes,Yes,No,725
Restaurant_42,Drinks,Roasted Chicken Wings,A delicious roasted chicken wings made fresh to order.,22.12,No,No,Yes,221
Restaurant_10,Appetizers,Creamy Chicken Burger,"A classic favorite, our creamy chicken burger is prepared with quality ingredients.",3.91,No,Yes,No,528
Restaurant_33,Main Course,Fresh Tomato Burger,"A classic favorite, our fresh tomato burger is prepared with quality ingredients.",4.74,Yes,No,No,289
Restaurant_67,Drinks,Roasted Mushroom Cake,Enjoy the rich flavors of roasted mushroom cake with every bite.,28.41,Yes,Yes,No,789
Restaurant_89,Desserts,Creamy Cheese Salad,"A classic favorite, our creamy cheese salad is prepared with quality ingredients.",22.0,Yes,No,No,543
